都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,文化財分類,場所名称,住所,緯度,経度,電話番号,員数（数）,員数（単位）,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,概要,説明,URL,備考
22012,1200100052,青森県,青森市,高田獅子（鹿）踊,タカダシシ（シカ）オドリ,,県無形民俗文化財,,青森県青森市大字高田,,,,-,-,高田獅子踊保存会,1961/1/14,,,,,青森市高田地区に伝わる伝統舞踊,獅子踊は、津軽地方で広く行われており、一人立三匹獅子で、一般的には三匹の獅はそれぞれ雄獅子、雌獅子、中獅子と呼ばれ、これにオカシコと呼ばれる道化役の先導が付く。いつごろか熊獅子と鹿獅子に分類されるようになり、一般的に熊獅子は角が短角であり、鹿獅子は角が枝分かれしている。高田獅子踊りは熊野宮、庭先、新築の家の前において踊られる。春には豊作を祈願 し、秋には豊作を祝い踊る。屋固めなどの祝儀でも踊るが、中でも重要なのは盆の14日の踊りである。踊り手は雄獅子、女獅子、子獅子、お可笑からなり、演目は追い込み（舞始め）、橋渡り、山越えである。伝承者は「ハヤブサのように斜めに地を駆けて踊る」というように、敏捷で勇壮な所作で踊り、巧みな音頭掛けとはやしに特色がある。創始に関 していくつかの伝承がある。すなわち、青森市を流れる荒川を改修工事に来た津軽藩士から習得したというもの、地区の旧家である斎藤家の初代喜助が文政か天保のころ （1800年代）に隣村の大別内から習ったというものである。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100053,青森県,青森市,吉野田獅子（鹿）踊,ヨシノダシシ（シカ）オドリ,,県無形民俗文化財,,青森県青森市浪岡大字吉野田,,,,-,-,吉野田獅子踊保存会,1961/1/14,,,,,青森市浪岡吉野田地区に伝わる伝統舞踊,踊り手は男獅子2、女獅子、笑可児からなり、演目は追い込み、橋かけ、山かけ、注連縄、山担ぎ、女獅子狂い、和楽、暇乞がある。胡蝶のように可憐に踊るのが特色であるといわれる。由来としては南北朝時代に、初代浪岡城主北畠顕成が築城に際し、領地内の平和と五穀豊穣の祈願のため京都から招いたとされる。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100054,青森県,青森市,額,ガク,,市指定有形文化財,,青森県青森市問屋町1-18-27,40.791058,140.75491,,1,枚,大星神社,1962/10/26,,,,,大星神社の社号である「妙見堂」の文字が記された額,大星神社は、青森市内で最も古い縁起を持つ神社として、古くから崇敬を集めている。指定物件は、津軽藩九代藩主寧親の真筆で、社号である「妙見堂」の文字が記されており、文化6年(1809)蝦夷地警備を命ぜられた際に、社殿を再建し、国家安泰を祈願し、奉納したものである。また、境内には見事な枝垂桜があり、一般の人々に広く親しまれてきた。なお、木造舞楽面9面うち8面と木造能面1面は、学術的価値が高いことから、平成11年1月22日に市指定有形文化財指定解除となり、県重宝に指定された。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100055,青森県,青森市,井戸茶碗,イドチャワン,,市指定有形文化財,,青森県青森市,,,,1,個,個人,1962/10/26,,,,,朝鮮、李朝時代に作られた碗形陶器,高麗茶碗の一種である指定物件は、朝鮮、李朝時代に作られた碗形陶器で、桃山時代以降、茶道で抹茶茶碗として用いられた。明治3年(1870)頃、斗南藩が県内で米を買い集めたとき、青森市に居住していた現所有者の先代がそれに援助尽力したので、当時の松平斗南藩知事からその謝礼に本茶碗を送られたものと伝えられている。なお、この茶碗には玉室和尚の墨跡がついている。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100056,青森県,青森市,木彫釈迦牟尼如来座像（円空作）,モクチョウシャカムニニョライザゾウ（エンクウサク）,,市指定有形文化財,,青森県青森市大字油川字大浜249-1,40.851667,140.697153,,1,躯,浄満寺,1963/10/25,,,,,江戸時代初期の遊行僧円空作の坐像,江戸時代初期の遊行僧円空の作品である。円空は若くして母を洪水で亡くし、その供養のため仏門に入り、30歳を過ぎてから布教伝道により庶民の嘆き苦しみを救おうと、辺境の地を巡ったと伝えられている。その足跡には数多くの作仏が残され、青森県内では十数体発見されている。円空仏の特徴は、一本の素木をそのまま鉈で裁ち彫り上げ、仏像彫刻の伝統にとらわれないところにあるといわれているが、この像にも無限の生命感があり、素朴さと暖かさの中に祈りの心が秘められている。指定物件は、円空の比較的初期の作と考えられており、宗教的信仰と慈悲の心が率直明快に表現された貴重な作品である。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100057,青森県,青森市,掛軸「見返りの松」,カケジク「ミカエリノマツ」,,市指定有形文化財,,青森県青森市本町1-5-5,40.825225,140.748506,,3幅1組,,蓮心寺,1967/6/26,,,,,蓮心寺の庭の松が描かれた掛け軸,指定物件は安政2年(1855)、蓮心寺10世住職智海師【ちかいし】が京都の画家塩川文鵬に、蓮心寺の庭の松を写生させたものである。画題の松は蓮心寺開祖敬念上人【きょうねんしょうにん】により植えられたもので、明治9年(1876)7月明治天皇がご来青の時に、あまりの見事さに何度も振り返って眺めたということから「見返りの松」と呼ばれるようになった。しかしこの松は、残念がら明治43年(1910)5月3日の大火により焼失した。この掛軸は、青森市の歴史的一面を伝える郷土資料として貴重なものである。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100058,青森県,青森市,法華堂茶釜,ホッケドウチャガマ,,市指定有形文化財,,青森県青森市本町1-5-12,40.825134,140.748226,,1,個,蓮華寺,1967/6/26,,,,,胴部に「法華堂」という文字が書かれた茶釜,指定物件は、元禄後期に作製されたものと推定され、胴部の「法華堂」という文字は、中国の儒学者朱舜水【しゅしゅんすい】の書とされている。この茶釜は、水戸光圀の愛用していたものを水戸藩儒学者藤田東湖が拝領し、蓮華寺第26世住職角田堯現が東湖のもとで学び、帰郷の際に賜ってきたものといわれている。朱舜水は明朝復興に失敗し、万次2年(1659)日本へ亡命帰化した人で、徳川光圀に迎えられ、水戸学の発達に貢献している。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100059,青森県,青森市,狛犬,コマイヌ,,市指定有形文化財,,青森県青森市大字入内字駒田,40.729409,140.715198,,1,対,小金山神社,1972/6/30,,,,,狛犬,薄緑色したこの一対の狛犬は、寛文5年(1665)に越前国新保の中村新兵衛から寄進されたもので、それぞれの右足にそのことが彫字されている。指定物件の特徴は、頭髪が垂れ下がっているところである。狛犬の石の材質は、福井市足羽山【あすわやま】産出の凝灰岩の一種、笏谷石であるという。開港以来四十年という歴史の浅い当時の青森港と、北陸地方との交易、海運事情を解明する上でも貴重な存在である。なお、隣接の観音堂は、津軽三十三観音の第二十四番札所で信仰を集めているところである。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100060,青森県,青森市,木彫阿弥陀如来坐像,モクチョウアミダニョライゾウ,,市指定有形文化財,,青森県青森市大字奥内字宮田37,40.887084,140.674893,,1,躰,清岸寺,1973/8/3,,,,,木彫阿弥陀如来坐像,寺伝によると、指定物件は、聖徳太子が生母供養のために彫ったもので、江戸時代徳川五代将軍綱吉の生母桂昌院によって法隆寺から江戸に移され、戦後、芝の増上寺から清岸寺に下付されたものといわれている。指定物件は木像で全体に金箔が塗られ、背には舟形光背を負った寄木造りの座像である。印相は十巻抄という「定印」または「開敷蓮」と言われるもので、真言密教の経軌となっている。衣紋は両肩を蔽い、その線は大小の波が翻転するような彫痕から翻波式と呼ばれ、青森市内でこの型式は他に類例がない。光背には瑞雲がかかり、その先端には燭懸大二、小二が備わり火が灯されると、嵩厳な雰囲気に包まれる。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100061,青森県,青森市,土偶,ドグウ,,市指定有形文化財,,青森県青森市,,,,1,個,個人,1980/4/28,,,,,青森市浪岡大字五本松字羽黒平地内で出土した土偶,指定物件は、青森市浪岡大字五本松字羽黒平地内で、明治時代に出土したと言われている。腕を組み立ち膝する特殊な形で出土例もたいへん少なく、当時の精神文化を知る上で貴重な資料である。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100062,青森県,青森市,延文二年銘の碑,エンブンニネンメイノヒ,,市指定有形文化財,,青森県青森市大字宮田字玉水65,40.83898,140.830984,,1,基,念心寺,1981/7/31,,,,,弥陀三尊の種子が刻まれている板碑,青森市に存する数少ない板碑の1つであり、弥陀三尊（キリーク、サ、サク）の種子の下に延文二季(1357)の紀年名が刻まれている。金石文として、中世の文献資料が極めて少ない当地方史上極めて重要である。また、津軽地方の板碑の種子はバン（金剛界大日如来）が圧倒的に多いが、この碑は関東の武蔵型板碑に多いキリーク（弥陀三尊）が刻まれているのも特徴的である。東岳の安山岩で製作されているが、当時この地域に板碑を建立できるだけの経済力を持った豪族・名主等がいたことがうかがえ、歴史的資料としても貴重である。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100063,青森県,青森市,石器土器図絵六曲屏風,セッキドキズエロッキョクビョウブ,,市指定有形文化財,,青森県青森市,,,,1,双,個人,1980/11/21,,,,,土岐蓑虫の筆による屏風,作者の「土岐蓑虫」は、美濃国（岐阜県）に天保7年（1836）に生まれ、嘉永2年（1849）から明治29年（1896）まで漂泊の生活を送った。自製の野宿用テントを持って移動したので、自ら「蓑虫」と称した。明治11年（1878）秋、青森県に来訪し、津軽に長期間滞在した。青森県つがる市（旧木造町）の亀ヶ岡遺跡を度々訪ね、出土品の収集と発掘を行っている。この屏風絵は、明治前半に描かれたもので、考古学的な資料としても貴重である。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100064,青森県,青森市,石器図絵屏風・土器図絵屏風,セッキズエビョウブ・ドキズエビョウブ,,市指定有形文化財,,青森県青森市,,,,各半双,,個人,1983/11/21,,,,,土岐蓑虫の筆による屏風,「石器土器図絵六曲屏風」と同様、土岐蓑虫の筆によるものである。両者とも、モチーフが似ているが屏風各図での遺物の組み合わせや配置に差が見られる。いずれにせよ、ほぼ同時期に描かれたものであると推察される。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100065,青森県,青森市,波状文四耳壷,ハジョウモンシジコ,,市指定有形文化財,,青森県青森市,,,,1,個,個人,1983/11/21,,,,,13世紀頃の珠洲（現在の石川県）系の陶器,13世紀頃の珠洲（現在の石川県）系の陶器である。釉薬（うわぐすり）をかけない焼きしめの壷で、櫛で胴部の上半に波状の文様が横方向に描かれている。肩には、4ヶ所に横向きの耳（取っ手状のもの）がつく。源常平遺跡の南の斜面（源常館の空壕の周囲）から出土したとされ、当時の日本海を経た交易が推測される。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100066,青森県,青森市,森山弥七郎供養碑,モリヤマヤシチロウクヨウヒ,,市指定有形文化財,,青森県青森市大字油川字大浜249-1,40.851667,140.697153,,1,基,浄満寺,1991/8/20,,,,,青森のまちづくりに携わった森山弥七郎の供養碑,指定物件は、湊町青森のまちづくりに携わった森山弥七郎を供養するために建立された石碑である。弘前藩主二代津軽信枚は、寛永2年(1625)、幕府より津軽から江戸への廻船運航を許可された。翌、寛永3年（1626）4月には、家臣森山弥七郎に青森のまちづくりを命じた。新たに開かれた湊町青森には、積極的な人寄と、10年間の年貢等の免除、また外浜（そとがはま）一帯の商船を集中させるなど、藩主導によるまちづくりが進められた。この供養碑は当初、油川村の寺内野（現在の青森市立油川中学校校庭付近）に建立され、昭和10年(1935)青森飛行場建設により野木和公園入口付近へ移転された。その後、昭和23年(1948)に油川町民の手で現在の浄満寺境内に移されたものである。供養碑の建立年代は特定できないが、外浜の中心港を、それまでの大浜（油川）から青森へ移転させたことを考えると、当地の人々が建立したとは考えにくい。一説によれば、3代目弥七郎が油川湊目付を務めた際に、先々代の遺徳を偲んで建立したものとも言われている。しかしながら、この供養碑は、青森開港の恩人と言われる森山弥七郎と深い関わりがあることだけは確かであり、江戸初期の青森を物語る貴重な文化財である。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100067,青森県,青森市,歩兵第五聯隊第二大隊遭難記念碑（八甲田山雪中行軍遭難後藤伍長銅像）,ホヘイダイゴレンタイダイニダイタイソウナンキネンヒ（ハッコウダサンセッチュウコウグンソウナンゴトウゴチョウドウゾウ）,,市指定有形文化財,,青森県青森市大字駒込字深沢,40.706872,140.873251,,1,基,青森市,1999/2/22,,,,,八甲田雪中行軍遭難事件を後世へ伝える資料,指定物件は、犠牲者の多いことで世界の山岳遭難史上例を見ないと言われ、全国的にも広く知られている青森歩兵第五連隊第二大隊の八甲田雪中行軍遭難事件を後世へ伝える資料として貴重である。また、作者大熊氏広氏は日本における洋風彫刻の第一人者であり、この作品は記念碑彫刻としての観点からも日本有数の傑作群に入るものである。台座とのバランスも見事であり、八甲田山を背にしての起立はこの上ない景観となっている。指定物件は20作目、47才の作である。その細部は的確な技術に支えられており､時代考証も極めて確かなものである。何よりも、全体像が力に満ち、そして気品に満ちている。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100068,青森県,青森市,青森市森林博物館,アオモリシシンリンハクブツカン,,市指定有形文化財,,青森県青森市柳川2-4-37,40.831571,140.725688,,1,棟,青森市,2004/11/17,,,,,青森大林区署庁舎として使用され建物,指定物件は、明治41年11月13日に青森大林区署（大正13年に青森営林局と改称）庁舎として落成した。ルネッサンス風建築様式で、木造二階建。建築材料は、構造材から造作材に至るまで、津軽・下北両半島の国有林からの精選されたヒバ材を使用している。青森ヒバ造りの代表的な建造物である。本市を代表する明治期の洋風木造建築であり、また、当時の建築技術を今に伝える貴重かつ優れた建造物として、価値が高い。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100069,青森県,青森市,浪岡八幡宮再興棟札,ナミオカハチマングウサイコウムナフダ,,市指定有形文化財,,青森県青森市浪岡大字浪岡字林本123,40.715515,140.598465,,1,枚,浪岡八幡宮,2004/12/21,,,,,江戸時代前期に製作された棟札,江戸時代前期に製作された、全国的にも極めて珍しい全面黒漆塗で、文字が陰刻された棟札である。弘前藩が全面的に後押しして行った浪岡八幡宮再興事業に際し奉納された。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100070,青森県,青森市,浪岡八幡宮茸替鳥居新造棟札,ナミオカハチマングウフキカエトリイシンゾウムナフダ,,市指定有形文化財,,青森県青森市浪岡大字浪岡字林本123,40.715515,140.598465,,1,枚,浪岡八幡宮,2004/12/22,,,,,江戸時代前期に製作された棟札,江戸時代前期に製作され、ヒバ材に墨書で記された棟札である。屋根の葺替事業を行った際に奉納された。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100071,青森県,青森市,浪岡八幡宮新造棟札,ナミオカハチマングウシンゾウムナフダ,,市指定有形文化財,,青森県青森市浪岡大字浪岡字林本123,40.715515,140.598465,,1,枚,浪岡八幡宮,2004/12/23,,,,,江戸時代前期に製作された棟札,江戸時代前期に製作され、ヒバ材に墨書で記された棟札である。八幡宮を新しく建立した際に奉納された。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100072,青森県,青森市,細野雪田家文書,ホソノユキタケモンジョ,,市指定有形文化財,,青森県青森市,,,,825,点,個人,2004/12/21,,,,,雪田家伝来の文書,旧浪岡町細野地区で庄屋及び戸長役場を勤めた雪田家に代々伝わる文書である。貞享4年の文書は、天保13（1842）年に作成された検地水帳の写しであるが、他に田畑、仕立山（したてやま）、抱山（かかえやま）や「切支丹改帳」・「宗門人別帳」に関する文書が含まれている。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100073,青森県,青森市,小牧野遺跡の縄文後期の遺物,コマキノイセキノジョウモンコウキノイブツ,,市指定有形文化財,縄文の学び舎・小牧野館,青森県青森市大字野沢字沢部108-3,40.74779,140.723336,017-757-8665,67,点,青森市,2013/4/1,月火水木金土日,9:00,17:00,12月30日～翌年1月3日まで休館（年末年始）,小牧野遺跡の出土物,土器や石器、土製品、石製品から構成され、縄文時代の生活や祭祀、環状列石の用途・性格を考える上で貴重な資料。    人骨収納用の壺をはじめとする土器　11点    動物の彫刻を有する石皿などの石器　8点    土偶や耳飾などの土製品　27点    小牧野遺跡の特色を示す三角形岩版などの石製品　21点,http://komakinosite.jp ,
22012,1200100074,青森県,青森市,小牧野遺跡の続縄文土器,コマキノイセキノゾクジョウモンドキ,,市指定有形文化財,縄文の学び舎・小牧野館,青森県青森市大字野沢字沢部108-3,40.74779,140.723336,017-757-8665,1,点,青森市,2013/4/1,月火水木金土日,9:00,17:00,12月30日～翌年1月3日まで休館（年末年始）,小牧野遺跡の出土物,北海道において縄文時代の後に続く、続縄文時代に使用されていた土器。環状列石が使われなくなった後の小牧野遺跡の様子を知ることができる貴重な資料です。,http://komakinosite.jp ,
22012,1200100075,青森県,青森市,伝北畠氏墓所（一）（二）,デンキタバタケシボショ（イチ）（ニ）,,市指定史跡,,青森県青森市浪岡大字北中野,40.701972,140.607517,,-,-,青森市,1980/4/28,,,,,北畠氏の墓,（1）は浪岡城主である北畠氏一族の墓（北畠累代の墓）、（2）は分家である北畠守親（もりちか）の墓であると伝えられている。現在は、墓所（1）（2）ともに柵の中に五輪塔の一部が残り、墓所（1）には平成10年度に石碑が建てられた。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100076,青森県,青森市,幸畑陸軍墓地,コウバタリクグンボチ,,市指定史跡天然記念物,,青森県青森市大字幸畑字阿部野,40.784546,140.788906,,-,-,青森市,1963/7/19,,,,,八甲田雪中行軍遭難事件で死亡した英霊を埋葬した墓地,明治35年(1902)1月23日、八甲田山中において遭難した青森歩兵第五連隊第二連隊の将兵210人のうち、死亡した199人の英霊を埋葬した墓地である。この事件は、世界山岳遭難史上最大の惨事と言われ、全国的にも知られている。参道から入って南側正面に大隊長山口少佐の碑があり、それを中心に士官10名、東側に95人、西側に94人の碑が建てられている。昭和37年(1962)、大隊長碑西側に奇跡的に救助された11名をその名とともに合祀している。同墓地をめぐらす周囲土塁に植えられている多行松はアカマツの園芸変種の一つで、根元及びその付近から分かれた多数の枝が斜め上に伸び、丸みのある傘形の樹冠をつくる特徴を持つ。この墓地の多行松は四国産のものといわれ、当地方では大変珍しいものである。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100077,青森県,青森市,いちょう,イチョウ,,市指定天然記念物,,青森県青森市大字宮田字山下,40.837383,140.841985,,2,株,宮田町会,1962/10/26,,,,,青森市に現存する最大のいちょう,青森市内に現存するいちょうの中では最も大きく、その樹齢は800年といわれている。いつ頃、誰によって植えられたのかは不明であるが、遠い昔からご神木として人々の信仰を集めていたようである。近隣の言い伝えでは、母乳の不足がちな女性がこの木に酒、米、お菓子など供物を供えて祈願し、この木を削って持ち帰って米と一緒に炊き、炊き上がりを神棚へお供えし、木屑を取り除いて食べたところ、次第に乳が出るようになったという。それでも乳が出ない人は、ごはんのノリ状の部分を乳児に食べさせるなどし、多くの乳児が救われたといわれている。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100078,青森県,青森市,黒松,クロマツ,,市指定天然記念物,,青森県青森市大字六枚橋字不浪知1-1,40.927213,140.666434,,1,株,個人,1967/6/26,,,,,別名「昇龍の松」と呼ばれる黒松,現所有者の家は、代々松前藩の参勤交代の宿泊所を務めていた。何代目かの時、松前藩主がそれまでの業績をたたえて、愛蔵の松の盆栽を一鉢贈り、労をねぎらった。その後自邸の庭に移植したものが成長し、現在の姿になったものと伝えられている。指定物件は樹勢が盛んで、龍が天に昇るような偉容と、龍の鱗のような樹皮から別名「昇龍の松」とも呼ばれている。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100079,青森県,青森市,田代平湿原植物群落,タシロタイシツゲンショクブツグンラク,,市指定天然記念物,,青森県青森市大字駒込字深沢,40.695968,140.918109,,-,-,青森県,1968/11/7,,,,,青森県青森市田代にある高層湿原,田代平湿原は、市の中心部から南東約20km、八甲田赤倉山の北東斜面、海抜約560mに位置する高位泥炭地域である。植生は、ヤチヤナギやヌマガヤを主体とする中間湿原土台となっているが、大小の池塘が点在し、ミズゴケ類を伴う高層湿原やヨシ、スゲを主体とする低層湿原が見られ植物相は多彩である。またこの地に生息するモリアオガエルやトウホクサンショウウオなどの両生類や、キイロマツモムシ、メススジゲンゴロウなどの昆虫はいずれも希少である。特にゴマシジミは生息地が極限され、東北地方では青森県と岩手県でのみ生息が確認されている希少種である。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100080,青森県,青森市,三内稲荷神社の杜,サンナイイナリジンジャノモリ,,市指定天然記念物,,青森県青森市大字三内字丸山37,40.815544,140.707298,,-,-,三内稲荷神社,1977/6/29,,,,,古木群を備えた神社,三内稲荷神社の建立年月日は不詳であるが、延宝元年(1673)に五穀豊穣を祈願し、村中で再建したという記録が残っている。この神社近くには、かつての豪族の館といわれる「お城ながれ」と呼ばれている地域があることなどから、かなり昔から大規模な集落があったと推察される。この神社を取囲む黒松、銀杏、針桐は樹齢200年から400年と推定され、戦火や枯死などによりその風致を失いつつあるものが多い本市の樹木群の中で、大樹としての風格を備えた有数の古木群として貴重である。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100081,青森県,青森市,源常林の銀杏,ゲンジョウバヤシノイチョウ,,市指定天然記念物,,青森県青森市浪岡大字北中野字沢田107 ,40.71698,140.614257,,1,本,青森市,1980/4/28,,,,,津軽山唄の基になったと伝えられるいちょう,この銀杏の木は、「天和の絵図」や菅江真澄の紀行文「すみかの山」（寛政3年・1791）にも記載されている。浪岡城落城に際し、勝者の大浦氏が堀越城で祝宴を設けたとき家臣の一人が草刈唄の一つとして「浪岡の源常林の銀杏の木は、枝は浪岡、葉は黒石、花は弘前（堀越）の城で咲く。」と唄い、これが津軽山唱の基になったと伝えられている。いずれにせよ、戦国時代からこの銀杏については広く知れ渡っていたようである。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100082,青森県,青森市,楊子杉,ヨウジスギ,,市指定天然記念物,,青森県青森市浪岡大字五本松字羽黒平1,40.725582,140.622442,,1,本,加茂神社,1998/8/7,,,,,羽黒神社の境内にある杉,羽黒神社の境内にあり、天和の絵図（1681～1683）に「杉一本九尺廻り」と記述が見られる大木が、この楊子杉であるとして天然記念物に指定された。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100083,青森県,青森市,又八沼に生息するシナイモツゴ,マタハチヌマニセイソクスルシナイモツゴ,,市指定天然記念物,,青森県青森市大字羽白字野木和,40.850649,140.666623,,-,-,シナイモツゴを守る会,2000/10/31,,,,,本市が北限とされる希少魚,シナイモツゴは、昭和5年宮城県志田郡鹿島台町の品井沼（しないぬま）で発見された日本固有種である。コイ目コイ科モツゴ属の淡水魚で、全長6cmから8cm、オスがメスより大きい傾向があり、水圧や速さを感じる側線部が不完全であるのが特徴である。かつては関東以北から秋田県、岩手県まで広く生息していたが、外来種のブラックバスによる食害等により、全国的に生息が脅かされており、関東地方では絶滅したとされている希少種である。これまで秋田県、岩手県が北限とされていたが、平成5年通称又八沼で釣り人により生息が確認され、今日では本市が自然分布の北限と考えられている。地元住民に「沼チカ」と呼ばれて親しまれ、生活に密着に関係しており、生物学的にも歴史的にも非常に価値の高いものである。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100084,青森県,青森市,黒松,クロマツ,三誉の松,市指定天然記念物,, 青森県青森市合浦二丁目17 ,40.829775,140.778559,,1,本,青森市,2004/11/17,,,,,主幹が根元から3本立ちになっている松。,指定物件は、三誉（みよ）の松と呼ばれ、地域住民に親しまれてきた。主幹は、根元から3本立になっている。江戸期、弘前藩主が地方巡見のため、この地を訪れた際に、藩主自らが杯酒を捧げたとの伝承がある。明治期に入り、水原衛作によりこの松を中心として公園建設が計画され、合浦公園が完成した。樹齢400年を超える老木であるにもかかわらず、樹勢も旺盛で、枝葉の繁茂、密度ともに健全であることに加え、合浦公園のシンボルツリーとして地域とのかかわりも深いことから、価値が高い。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
