全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考,住所
382019,0000000001,愛媛県松山市,石手寺二王門,イシテジニオウモン,,,国宝,建造物,,382019,18002,愛媛県松山市石手2,愛媛県,松山市,石手,2,,33.84750047,132.7965469,,,,,,,,,1,棟,,,1952/11/22,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/isiteji_nioumon.html,,愛媛県松山市石手2
382019,0000000002,愛媛県松山市,大宝寺本堂　附　厨子１基　棟札１枚,タイホウジホンドウ　ツケタリ　ズシ　ムナフダ,,,国宝,建造物,,382019,313005,愛媛県松山市南江戸5,愛媛県,松山市,南江戸,5,,33.84174141,132.7422099,,,,,,,,,1,棟,,,1953/3/31,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/taihouji_hondou.html,,愛媛県松山市南江戸5
382019,0000000003,愛媛県松山市,太山寺本堂,タイサンジホンドウ,,,国宝,建造物,,382019,163000,愛媛県松山市太山寺町,愛媛県,松山市,太山寺町,,,33.88504027,132.7149663,,,,,,,,,1,棟,,,1956/6/28,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/taisannji_hondou.html,,愛媛県松山市太山寺町
382019,0000000004,愛媛県松山市,太山寺二王門,タイサンジニオウモン,,,重要文化財,建造物,,382019,163000,愛媛県松山市太山寺町,愛媛県,松山市,太山寺町,,,33.8839958,132.7200092,,,,,,,,,1,棟,,,1904/8/29,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/taisanji_nioumon.html,,愛媛県松山市太山寺町
382019,0000000005,愛媛県松山市,石手寺本堂　附 銘札１枚、棟札３枚,イシテジホンドウ　ツケタリ　メイサツ　ムナフダ　,,,重要文化財,建造物,,382019,18002,愛媛県松山市石手2,愛媛県,松山市,石手,2,,33.84787242,132.7964859,,,,,,,,,1,棟,,,1907/5/27,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/isiteji_hondou.html,,愛媛県松山市石手2
382019,0000000006,愛媛県松山市,石手寺三重塔　附 棟札１枚,イシテジサンジュウトウ　ツケタリ　ムナフダ,,,重要文化財,建造物,,382019,18002,愛媛県松山市石手2,愛媛県,松山市,石手,2,,33.84772345,132.7967028,,,,,,,,,1,棟,,,1907/5/27,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/isiteji_sannjuunotou.html,,愛媛県松山市石手2
382019,0000000007,愛媛県松山市,石手寺鐘楼,イシテジショウロウ,,,重要文化財,建造物,,382019,18002,愛媛県松山市石手2,愛媛県,松山市,石手,2,,33.84763646,132.7968318,,,,,,,,,1,棟,,,1907/5/27,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/isiteji_shourou.html,,愛媛県松山市石手2
382019,0000000008,愛媛県松山市,石手寺五輪塔,イシテジゴリントウ,,,重要文化財,建造物,,382019,18002,愛媛県松山市石手2,愛媛県,松山市,石手,2,,33.84919523,132.7965139,,,,,,,,,1,基,,,1952/11/22,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/isiteji_gorintou.html,,愛媛県松山市石手2
382019,0000000009,愛媛県松山市,石手寺訶梨帝母天堂,イシテジカリテイモテンドウ,,,重要文化財,建造物,,382019,18002,愛媛県松山市石手2,愛媛県,松山市,石手,2,,33.84800441,132.7968788,,,,,,,,,1,棟,,,1953/3/31,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/isiteji_kariteimo.html,,愛媛県松山市石手2
382019,0000000010,愛媛県松山市,石手寺護摩堂　附　棟札２枚,イシテジゴマドウ　ツケタリ　ムナフダ,,,重要文化財,建造物,,382019,18002,愛媛県松山市石手2,愛媛県,松山市,石手,2,,33.84784743,132.7968848,,,,,,,,,1,棟,,,1953/3/31,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/isiteji_gomadou.html,,愛媛県松山市石手2
382019,0000000011,愛媛県松山市,松山城天守,マツヤマジョウテンシュ,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84553972,132.7656948,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/matsuyamajou_tenshu.html,,愛媛県松山市丸之内
382019,0000000012,愛媛県松山市,松山城三の門南櫓,マツヤマジョウサンノモンミナミヤグラ,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84542374,132.7658537,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/3nomon_minamiyagura.html,,愛媛県松山市丸之内
382019,0000000013,愛媛県松山市,松山城二の門南櫓,マツヤマジョウニノモンミナミヤグラ,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84533876,132.7660057,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/2nomon_minamiyagura.html,,愛媛県松山市丸之内
382019,0000000014,愛媛県松山市,松山城一の門南櫓,マツヤマジョウイチノモンミナミヤグラ,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84530876,132.7657967,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/1nomon_minamiyagura.html,,愛媛県松山市丸之内
382019,0000000015,愛媛県松山市,松山城乾櫓,マツヤマジョウイヌイヤグラ,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84529173,132.7648378,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/inuiyagura.html,,愛媛県松山市丸之内
382019,0000000016,愛媛県松山市,松山城野原櫓,マツヤマジョウノハラヤグラ,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.8455897,132.7651038,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/noharayagura.html,,愛媛県松山市丸之内
382019,0000000017,愛媛県松山市,松山城仕切門,マツヤマジョウシキリモン,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84567371,132.7656848,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/sikiromon.html,,愛媛県松山市丸之内
382019,0000000018,愛媛県松山市,松山城三の門,マツヤマジョウサンノモン,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84547974,132.7658677,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/matsuyamajou_3nomon.html,,愛媛県松山市丸之内
382019,0000000019,愛媛県松山市,松山城二の門,マツヤマジョウニノモン,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84543175,132.7659557,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/matsuyamajou_2nomon.html,,愛媛県松山市丸之内
382019,0000000020,愛媛県松山市,松山城一の門,マツヤマジョウイチノモン,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84535875,132.7657997,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/matsuyamajou_1nomon.html,,愛媛県松山市丸之内
382019,0000000021,愛媛県松山市,松山城紫竹門,マツヤマジョウシチクモン,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84522277,132.7657358,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/sichikumon.html,,愛媛県松山市丸之内
382019,0000000022,愛媛県松山市,松山城隠門,マツヤマジョウカクレモン,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.843705,132.7669306,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/kakuremon.html,,愛媛県松山市丸之内
382019,0000000023,愛媛県松山市,松山城隠門続櫓,マツヤマジョウカクレモンツヅキヤグラ,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84376299,132.7669616,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/kakuremon_tuduki.html,,愛媛県松山市丸之内
382019,0000000024,愛媛県松山市,松山城戸無門,マツヤマジョウトナシモン,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.843592,132.7666266,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/tonasimon.html,,愛媛県松山市丸之内
382019,0000000025,愛媛県松山市,松山城仕切門内塀,マツヤマジョウシキリモンウチベイ,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.8456877,132.7656138,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/sikirimon_uchibei.html,,愛媛県松山市丸之内
382019,0000000026,愛媛県松山市,松山城三の門東塀,マツヤマジョウサンノモンヒガシベイ,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84545174,132.7660157,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/3nomon_higasibei.html,,愛媛県松山市丸之内
382019,0000000027,愛媛県松山市,松山城筋鉄門東塀,マツヤマジョウスジガネモンヒガシベイ,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84538975,132.7657388,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/sujiganemon_higashi.html,,愛媛県松山市丸之内
382019,0000000028,愛媛県松山市,松山城二の門東塀,マツヤマジョウニノモンヒガシベイ,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84540875,132.7660197,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/2nomon_higasibei.html,,愛媛県松山市丸之内
382019,0000000029,愛媛県松山市,松山城一の門東塀,マツヤマジョウイチノモンヒガシベイ,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84531076,132.7659247,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/1nomon_higasibei.html,,愛媛県松山市丸之内
382019,0000000030,愛媛県松山市,松山城紫竹門東塀,マツヤマジョウシチクモンヒガシベイ,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84523177,132.7657797,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/shichikumon_higashi.html,,愛媛県松山市丸之内
382019,0000000031,愛媛県松山市,松山城紫竹門西塀,マツヤマジョウシチクモンニシベイ,,,重要文化財,建造物,,382019,298000,愛媛県松山市丸之内,愛媛県,松山市,丸之内,,,33.84521777,132.7656718,,,,,,,,,1,棟,,,1935/5/13,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/shichikumon_nishi.html,,愛媛県松山市丸之内
382019,0000000032,愛媛県松山市,浄土寺本堂　　附厨子１基,ジョウドジホンドウ　ツケタリ　ズシ,,,重要文化財,建造物,,382019,169000,愛媛県松山市鷹子町,愛媛県,松山市,鷹子町,,,33.81682359,132.8079032,,,,,,,,,1,棟,,,1953/3/31,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/joudoji_hondou.html,,愛媛県松山市鷹子町
382019,0000000033,愛媛県松山市,伊佐爾波神社　本殿,イサニワジンジャ　ホンデン,,,重要文化財,建造物,,382019,130000,愛媛県松山市桜谷町,愛媛県,松山市,桜谷町,,,33.85074276,132.7888577,,,,,,,,,1,棟,,,1956/6/28,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/isaniwa_honden.html,,愛媛県松山市桜谷町
382019,0000000034,愛媛県松山市,伊佐爾波神社　申殿及び廊下、楼門、回廊,イサニワジンジャ　モウシドノオヨビロウカ　ロウモン　カイロウ,,,重要文化財,建造物,,382019,130000,愛媛県松山市桜谷町,愛媛県,松山市,桜谷町,,,33.85074276,132.7888577,,,,,,,,,3,棟,,,1967/6/15,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/isaniwa_honden.html,,愛媛県松山市桜谷町
382019,0000000035,愛媛県松山市,豊島家住宅,トシマケジュウタク,,,重要文化財,建造物,,382019,29000,愛媛県松山市井門町,愛媛県,松山市,井門町,,,33.79817835,132.7803751,,,,,,,,,7,棟,,,1970/6/17,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/toshimake_juutaku.html,,愛媛県松山市井門町
382019,0000000036,愛媛県松山市,渡部家住宅,ワタナベケジュウタク,,,重要文化財,建造物,,382019,251000,愛媛県松山市東方町,愛媛県,松山市,東方町,,,33.76834668,132.8168584,,,,,,,,,4,棟,,,1970/6/17,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/watanabeke_juutaku.html,,愛媛県松山市東方町
382019,0000000037,愛媛県松山市,道後温泉本館,ドウゴオンセンホンカン,,,重要文化財,建造物,,382019,210000,愛媛県松山市道後湯之町,愛媛県,松山市,道後湯之町,,,33.85205391,132.7864069,,,,,,,,,4,棟,,,1994/12/27,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/dougoonsen_honkan.html,,愛媛県松山市道後湯之町
382019,0000000038,愛媛県松山市,久米官衙遺跡群　久米官衙遺跡　来住廃寺跡,クメカンガイセキグン　クメカンガイセキ　キシハイジアト,,,史跡,その他,,382019,91000,愛媛県松山市来住町,愛媛県,松山市,来住町,,,33.81017113,132.8016049,,,,,,,,,,,,,1979/4/21,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/kumekanga_isekigun.html,,愛媛県松山市来住町
382019,0000000039,愛媛県松山市,湯築城跡,ユヅキジョウアト,,,史跡,その他,,382019,202000,愛媛県松山市道後公園,愛媛県,松山市,道後公園,,,33.84831692,132.7866734,,,,,,,,,,,,,2002/9/20,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/yudukijou_ato.html,,愛媛県松山市道後公園
382019,0000000040,愛媛県松山市,エヒメアヤメ自生南限地帯,エヒメアヤメジセイナンゲンチタイ,,,天然記念物,その他,,382019,141000,愛媛県松山市下難波乙,愛媛県,松山市,下難波乙,,,33.99223385,132.7875434,,,,,,,,,,,,,1925/10/8,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/kuni/ehimeayame.html,,愛媛県松山市下難波乙
382019,0000000041,愛媛県松山市,石造　湯釜,セキゾウ　ユガマ,,,県指定有形文化財,建造物,,382019,202000,愛媛県松山市道後公園,愛媛県,松山市,道後公園,,,33.84957884,132.7864239,,,,,,,,,1,基,,,1954/11/24,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/ken/isudukuri_yugama.html,,愛媛県松山市道後公園
382019,0000000042,愛媛県松山市,円明寺八脚門,エンミョウジハッキャクモン,,,県指定有形文化財,建造物,,382019,362001,愛媛県松山市和気町1,愛媛県,松山市,和気町,1,,33.89132101,132.7396529,,,,,,,,,1,棟,,,1956/11/3,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/ken/enmyouji_hakkyakumon.html,,愛媛県松山市和気町1
382019,0000000043,愛媛県松山市,円明寺厨子,エンミョウジズシ,,,県指定有形文化財,建造物,,382019,362001,愛媛県松山市和気町1,愛媛県,松山市,和気町,1,,33.89179097,132.7396629,,,,,,,,,1,基,,,1956/11/3,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/ken/enmyouji_zushi.html,,愛媛県松山市和気町1
382019,0000000044,愛媛県松山市,明教館,メイキョウカン,,,県指定有形文化財,建造物,,382019,333002,愛媛県松山市持田町2,愛媛県,松山市,持田町,2,,33.84254755,132.7799419,,,,,,,,,1,棟,,,1969/2/18,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/ken/maikyoukan.html,,愛媛県松山市持田町2
382019,0000000045,愛媛県松山市,萬翠荘（旧久松家別邸）,バンスイソウ（キュウヒサマツケベッテイ）,,,重要文化財,建造物,,382019,26003,愛媛県松山市一番町3,愛媛県,松山市,一番町,3,,33.84252119,132.7682055,,,,,,,,,2,棟,,,2011/11/29,,,,,,,,,,,http://tnlscm01.city.matsuyama.ehime.jp:10080/5644e075-cb0a-4dcf-ae1e-9fb6a61f7e7c/bansuisou2016000800.html,,愛媛県松山市一番町3
382019,0000000046,愛媛県松山市,国津比古命神社楼門,クニツヒコノミコトジンジャロウモン,,,県指定有形文化財,建造物,,382019,168000,愛媛県松山市高田,愛媛県,松山市,高田,,,33.97114664,132.7967168,,,,,,,,,1,棟,,,1951/11/27,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/ken/kunituhiko_roumon.html,,愛媛県松山市高田
382019,0000000047,愛媛県松山市,雲門寺厨子　附神像１躯,ウンモンジズシ　ツケタリ　シンゾウ,,,県指定有形文化財,建造物,,382019,290000,愛媛県松山市本谷,愛媛県,松山市,本谷,,,33.93026737,132.7834353,,,,,,,,,1,基,,,1965/12/24,,,,,,,,,,,http://www.city.matsuyama.ehime.jp/kanko/kankoguide/rekishibunka/bunkazai/ken/unmonji_zusi.html,,愛媛県松山市本谷
