指定等,区分,種別,名称,所有者,所在地,指定年月日,公開情報,備考,NO,区,緯度,経度
市指定,有形,彫刻,木造四天王立像,秋葉寺,天竜区春野町領家,1982-03-31,非公開,,194,天竜区,,
市指定,有形,彫刻,木造男神坐像、木造男神立像,小国神社,天竜区春野町杉,1983-03-08,非公開,,195,天竜区,,
市指定,有形,彫刻,木造阿弥陀如来坐像,玖延寺,天竜区二俣町阿蔵,1984-01-23,非公開,,196,天竜区,,
市指定,有形,彫刻,木造薬師如来坐像,長月寺,天竜区長沢,1984-11-13,非公開,,197,天竜区,,
市指定,有形,彫刻,木造阿弥陀如来坐像,宇志自治会,浜名区三ヶ日町宇志,1993-04-21,非公開,,198,浜名区,,
市指定,有形,彫刻,木造男神立像,細江神社,浜名区細江町気賀,1998-04-14,非公開,,199,浜名区,,
市指定,有形,彫刻,木造男神立像,細江神社,浜名区細江町気賀,1998-04-14,非公開,,200,浜名区,,
市指定,有形,彫刻,木造牛頭天王立像,細江神社,浜名区細江町気賀,1998-04-14,非公開,,201,浜名区,,
市指定,有形,彫刻,木造牛頭天王立像,細江神社,浜名区細江町気賀,1998-04-14,非公開,,202,浜名区,,
市指定,有形,彫刻,木造薬師如来立像,玖延寺,天竜区二俣町阿蔵,1998-09-25,非公開,,203,天竜区,,
市指定,有形,彫刻,木造薬師如来坐像,個人,天竜区水窪町奥領家,2004-10-19,非公開,,204,天竜区,,
市指定,有形,彫刻,木造阿弥陀如来坐像,龍雲寺,中央区入野町,2009-03-02,非公開,,205,中央区,,
市指定,有形,工芸品,横笛（伝青葉の笛）,寺野六所神社,浜名区引佐町渋川,1962-01-05,非公開,,206,浜名区,,
市指定,有形,工芸品,鰐口（文永五年十二月の銘がある）,浜松市,中央区蜆塚四丁目,1964-11-11,条件付き公開,展示状況による（浜松市博物館）,207,中央区,,
市指定,有形,工芸品,金銅装厨子,西大山教会,中央区大山町,1965-03-12,非公開,,208,中央区,,
市指定,有形,工芸品,短刀　銘近藤用和作,個人,浜名区細江町気賀,1966-01-27,非公開,,209,浜名区,,
市指定,有形,工芸品,鰐口（永享八年十一月の銘がある）,個人,天竜区春野町田河内,1966-12-26,非公開,,210,天竜区,,
市指定,有形,工芸品,鰐口（大永八年八月の銘がある）,6区大日堂,浜名区引佐町井伊谷,1972-11-28,非公開,,211,浜名区,,
市指定,有形,工芸品,鰐口（延文二年九月の銘がある）,富幕観音堂,浜名区引佐町奥山,1972-11-28,非公開,,212,浜名区,,
市指定,有形,工芸品,鰐口（文安四年壬二月の銘がある）,川名薬師堂,浜名区引佐町川名,1972-11-28,非公開,,213,浜名区,,
市指定,有形,工芸品,鰐口（永享二年三月の銘、天文八年九月の追銘がある）,個人,浜名区引佐町渋川,1972-11-28,非公開,,214,浜名区,,
市指定,有形,工芸品,太刀　附　糸巻太刀拵,個人,浜名区細江町小野,1973-03-01,非公開,,215,浜名区,,
市指定,有形,工芸品,鰐口（永正十五年六月の銘がある）,阿寺六所神社,天竜区大谷,1976-05-20,非公開,,216,天竜区,,
市指定,有形,工芸品,鉄製轡　銘藤原宗春作,井伊谷宮,浜名区引佐町井伊谷,1977-04-09,条件付き公開,展示状況による,217,浜名区,,
市指定,有形,工芸品,禾目天目茶碗,龍潭寺,浜名区引佐町井伊谷,1977-04-09,条件付き公開,展示状況による,218,浜名区,,
市指定,有形,工芸品,太刀　無銘伝舞草　伝宗良親王佩刀,井伊谷宮,東京都台東区,1977-04-09,条件付き公開,展示状況による（東京国立博物館）,219,,,
市指定,有形,工芸品,短刀　附　白井嘉十郎宛書簡,個人,浜名区細江町中川,1980-01-01,非公開,,220,浜名区,,
市指定,有形,工芸品,脇差　銘近藤用和作,藺草神社,浜名区細江町気賀,1981-01-01,非公開,,221,浜名区,,
市指定,有形,工芸品,鰐口（応永十四年六月、応仁三年六月の追銘がある）,浜松市,中央区蜆塚四丁目,1982-09-17,条件付き公開,展示状況による（浜松市博物館）,222,中央区,,
市指定,有形,工芸品,鏝絵楊貴妃額（平出宇蔵作）,永福寺,天竜区水窪町奥領家,1982-09-17,非公開,,223,天竜区,,
市指定,有形,工芸品,鰐口（寛正六年二月の銘がある）,胡桃平自治会,天竜区春野町宮川,1983-03-08,非公開,,224,天竜区,,
市指定,有形,工芸品,籬双雀鏡,只木神明宮,浜名区三ヶ日町只木,1984-11-19,非公開,,225,浜名区,,
市指定,有形,工芸品,只木神明宮鏡像及び懸仏,只木神明宮,浜名区三ヶ日町只木,1984-11-19,非公開,,226,浜名区,,
市指定,有形,工芸品,鰐口（永禄十年霜月の銘がある）,個人,天竜区水窪町奥領家,1986-02-14,非公開,,227,天竜区,,
市指定,有形,工芸品,鰐口（文明三年極月の銘がある）,八剣池神社　他,天竜区水窪町地頭方,1988-03-09,非公開,,228,天竜区,,
市指定,有形,工芸品,横山八幡神社懸仏,横山八幡神社,天竜区大谷,1995-03-29,非公開,,229,天竜区,,
市指定,有形,工芸品,金銅装神輿,岐佐神社,中央区舞阪町舞阪,2001-08-30,公開,,230,中央区,,
市指定,有形,工芸品,瑞花双鳥八稜鏡,浜松市,中央区蜆塚四丁目,2001-12-19,条件付き公開,展示状況による（浜松市博物館）,231,中央区,,
市指定,有形,工芸品,鰐口（永享十三年十一月の銘がある）,個人,天竜区水窪町地頭方,2001-12-19,非公開,,232,天竜区,,
市指定,有形,工芸品,鰐口（応安二年二月の銘、寛正三年小春、明治拾五年、昭和七年葉月の追銘がある）,峯熊阿弥陀堂,天竜区大谷,2003-07-01,非公開,,233,天竜区,,
市指定,有形,工芸品,鰐口（長禄二年十二月の銘がある）,西神沢六所神社,天竜区大谷,2003-07-01,非公開,,234,天竜区,,
市指定,有形,工芸品,鰐口（延徳二年十一月の銘がある）,小川若宮八幡神社,天竜区大谷,2003-07-01,非公開,,235,天竜区,,
市指定,有形,工芸品,鰐口（永禄十一年二月の銘がある）,大谷宇佐八幡神社,天竜区大谷,2003-07-01,非公開,,236,天竜区,,
市指定,有形,工芸品,半島庚申祠壁面鏝絵（平出宇蔵作）,水窪自治区,天竜区水窪町奥領家,2004-10-19,非公開,,237,天竜区,,
市指定,有形,工芸品,鰐口（至徳二年十月の銘がある）,浜松市,中央区蜆塚四丁目,2005-05-25,条件付き公開,展示状況による（浜松市博物館）,238,中央区,,
市指定,有形,書跡,紙本墨書辞世和歌（内山真龍筆）,個人,天竜区大谷,1961-12-01,非公開,,239,天竜区,,
市指定,有形,書跡,白隠慧鶴墨跡（百寿字）,方広寺,浜名区引佐町奥山,1962-01-05,条件付き公開,展示状況による,240,浜名区,,
市指定,有形,書跡,観音山額（法源禅師筆）,清水寺,浜名区引佐町井伊谷,1962-11-10,非公開,,241,浜名区,,
市指定,有形,書跡,紙本墨書日課念仏（伝徳川家康筆）,浜松市,中央区蜆塚四丁目,1964-08-18,条件付き公開,展示状況による（浜松市博物館）,242,中央区,,
市指定,有形,書跡,木喰五行墨跡（仁義禮知心信至）,個人,中央区有玉台二丁目,1970-12-23,非公開,,243,中央区,,
市指定,有形,書跡,紙本墨書古今集仮名序抜書（賀茂真淵筆）,浜松市,中央区松城町,1971-11-12,条件付き公開,展示状況による（浜松市中央図書館）,244,中央区,,
市指定,有形,書跡,紙本墨書和歌（賀茂真淵筆）,浜松市,中央区松城町,1971-11-12,条件付き公開,展示状況による（浜松市中央図書館）,245,中央区,,
市指定,有形,書跡,紙本墨書植田七三郎宛書簡（賀茂真淵筆）,浜松市,中央区松城町,1971-11-12,条件付き公開,展示状況による（浜松市中央図書館）,246,中央区,,
市指定,有形,書跡,賀茂真淵書簡集（巻末に梅谷真滋の書簡がある）,浜松市,中央区松城町,1971-11-12,条件付き公開,展示状況による（浜松市中央図書館）,247,中央区,,
市指定,有形,書跡,紙本墨書植田喜右衛門同七三郎宛書簡（賀茂真淵筆）,浜松市,中央区東伊場一丁目,1971-11-12,条件付き公開,展示状況による（浜松市立賀茂真淵記念館）,248,中央区,,
市指定,有形,書跡,絹本墨書詩経抜書（菅原道真の署名がある）,個人,天竜区春野町川上,1974-10-14,非公開,,249,天竜区,,
市指定,有形,書跡,紙本墨書任超上人七十賀和歌（内山真龍筆）,個人,天竜区春野町堀之内,1974-10-14,非公開,,250,天竜区,,
市指定,有形,書跡,木喰五行墨跡（寛政十一年の記がある）,個人,浜名区細江町気賀,1976-07-01,非公開,,251,浜名区,,
市指定,有形,書跡,紙本墨書新古今集断簡（伝宗良親王筆）,井伊谷宮,浜名区引佐町井伊谷,1977-04-09,条件付き公開,展示状況による,252,浜名区,,
市指定,有形,書跡,無文元選墨跡（七言絶句）,方広寺,浜名区引佐町奥山,1977-04-09,条件付き公開,展示状況による,253,浜名区,,
市指定,有形,書跡,紙本墨書詩句（山岡鉄舟筆）,方広寺,浜名区引佐町奥山,1977-04-09,条件付き公開,展示状況による,254,浜名区,,
市指定,有形,書跡,紙本墨書捨遺集断簡（伝後醍醐天皇筆）,方広寺,浜名区引佐町奥山,1977-04-09,条件付き公開,展示状況による,255,浜名区,,
市指定,有形,書跡,北野元峰墨跡（心有天地春）,個人,天竜区春野町川上,1977-12-22,非公開,,256,天竜区,,
市指定,有形,書跡,北野元峰墨跡（日々是好日）,個人,天竜区春野町川上,1977-12-22,非公開,,257,天竜区,,
市指定,有形,書跡,紙本墨書歓哉二字（近藤用和筆）,浜松市,浜名区細江町気賀,1980-01-01,条件付き公開,展示状況による（浜松市姫街道と銅鐸の歴史民俗資料館）,258,浜名区,,
市指定,有形,書跡,風外慧薫墨跡（三社託宣）,個人,浜名区細江町気賀,1981-01-01,非公開,,259,浜名区,,
市指定,有形,書跡,近藤用恒夫妻詩歌,個人,浜名区細江町気賀,1987-03-10,非公開,,260,浜名区,,
市指定,有形,書跡,紙本墨書梅谷真滋宛書簡（賀茂真淵筆）,浜松市,中央区東伊場一丁目,1991-07-10,条件付き公開,展示状況による（浜松市立賀茂真淵記念館）,261,中央区,,
市指定,有形,書跡,紙本墨書和歌懐紙（賀茂真淵筆）,浜松市,中央区東伊場一丁目,1991-07-10,条件付き公開,展示状況による（浜松市立賀茂真淵記念館）,262,中央区,,
市指定,有形,書跡,紙本墨書和歌詠草（賀茂真淵筆）,浜松市,中央区東伊場一丁目,1991-07-10,条件付き公開,展示状況による（浜松市立賀茂真淵記念館）,263,中央区,,
市指定,有形,書跡,紙本墨書歌文（賀茂真淵筆）,浜松市,中央区東伊場一丁目,1991-07-10,条件付き公開,展示状況による（浜松市立賀茂真淵記念館）,264,中央区,,
市指定,有形,書跡,紙本墨書岡部定重宛書簡（賀茂真淵筆）,浜松市,中央区東伊場一丁目,1991-07-10,条件付き公開,展示状況による（浜松市立賀茂真淵記念館）,265,中央区,,
市指定,有形,書跡,五部大乗経,洞泉寺,天竜区大谷,1996-11-28,非公開,,266,天竜区,,
市指定,有形,典籍,浜名記（上中下）,個人,浜名区三ヶ日町都筑,1969-02-14,非公開,,267,浜名区,,
市指定,有形,典籍,出雲日記（内山真龍筆　本居宣長序）,浜松市,中央区松城町,1970-07-20,条件付き公開,展示状況による（浜松市中央図書館）,268,中央区,,
市指定,有形,典籍,宋版法華経（巻七）,方広寺,浜名区引佐町奥山,1977-04-09,条件付き公開,展示状況による,269,浜名区,,
市指定,有形,典籍,紙本墨書大般若経,龍翔寺,浜名区引佐町的場,1990-03-01,非公開,,270,浜名区,,
市指定,有形,古文書,宗源院文書,宗源院,中央区蜆塚一丁目,1971-11-12,非公開,,271,中央区,,
市指定,有形,古文書,紙本墨書天野家旧蔵証文写,個人,天竜区春野町堀之内,1974-10-14,非公開,,272,天竜区,,
市指定,有形,古文書,中村家文書,個人,中央区蜆塚四丁目,1980-03-17,条件付き公開,展示状況による（浜松市博物館）,273,中央区,,
市指定,有形,古文書,息神社棟札,息神社,中央区雄踏町宇布見,1980-03-17,非公開,,274,中央区,,
市指定,有形,古文書,清庵宗徹贈如然禅師諡号勅書,安寧寺,中央区雄踏町山崎,1980-03-17,非公開,,275,中央区,,
市指定,有形,古文書,蜂前神社文書,蜂前神社,浜名区細江町気賀,1981-01-01,非公開,,276,浜名区,,
市指定,有形,古文書,寿量院文書,寿量院,中央区蜆塚四丁目,1981-08-26,条件付き公開,展示状況による（浜松市博物館）,277,中央区,,
市指定,有形,古文書,舞坂宿問屋場御用留,浜松市,中央区蜆塚四丁目,1984-03-27,条件付き公開,展示状況による（浜松市博物館）,278,中央区,,
市指定,有形,古文書,中村家文書,浜松市,天竜区大谷,1984-11-13,条件付き公開,展示状況による（内山真龍資料館）,279,天竜区,,
市指定,有形,古文書,紙本墨書金子請取覚書（天正十六年の記がある　徳川家康筆）,浜松市,中央区蜆塚四丁目,1986-07-08,条件付き公開,展示状況による（浜松市博物館）,280,中央区,,
市指定,有形,古文書,妙恩寺文書,妙恩寺,中央区天龍川町,1986-07-08,非公開,,281,中央区,,
市指定,有形,古文書,片桐家文書,個人,天竜区水窪町奥領家,1997-09-11,非公開,,282,天竜区,,
市指定,有形,古文書,舞坂宿祭礼入用帳,浜松市,中央区舞阪町舞阪,2001-08-30,条件付き公開,展示状況による（浜松市舞阪郷土資料館）,283,中央区,,
市指定,有形,古文書,田代家文書,浜松市,天竜区大谷,2001-11-27,条件付き公開,,284,天竜区,,
市指定,有形,古文書,木地師免許状、木地師免許状縁起,個人,天竜区水窪町奥領家,2004-10-19,非公開,,285,天竜区,,
市指定,有形,古文書,木船新田村和泉屋取引帳,浜松市,中央区蜆塚四丁目,2005-03-24,条件付き公開,展示状況による（浜松市博物館）,286,中央区,,
市指定,有形,古文書,三省録、続三省録,浜松市,中央区蜆塚四丁目,2005-03-24,条件付き公開,展示状況による（浜松市博物館）,287,中央区,,
市指定,有形,古文書,今川義元寺領安堵状,摩訶耶寺,浜名区三ヶ日町摩訶耶,2005-04-19,条件付き公開,展示状況による,288,浜名区,,
市指定,有形,古文書,遠江国浜名古代領主記,個人,浜名区三ヶ日町都筑,2005-04-19,非公開,,289,浜名区,,
市指定,有形,考古資料,摩訶耶寺出土品（灰釉袈裟襷紋広口壷　灰釉蓮弁紋広口壷）,浜松市,浜名区細江町気賀,1984-11-19,条件付き公開,展示状況による（浜松市姫街道と銅鐸の歴史民俗資料館）,290,浜名区,,
市指定,有形,考古資料,灰釉広口壷（三ヶ日町只木出土）,浜松市,浜名区細江町気賀,1984-11-19,条件付き公開,展示状況による（浜松市姫街道と銅鐸の歴史民俗資料館）,291,浜名区,,
市指定,有形,考古資料,白石山遺跡出土品（壺形土器　鉢形土器）,浜松市,中央区舞阪町舞阪,1985-12-02,条件付き公開,展示状況による（浜松市舞阪郷土資料館）,292,中央区,,
市指定,有形,考古資料,弁天島遺跡出土品（井戸枠）,浜松市,中央区舞阪町舞阪,1985-12-02,条件付き公開,展示状況による（浜松市舞阪郷土資料館）,293,中央区,,
市指定,有形,考古資料,袈裟襷文銅鐸（中川滝峯穴の谷出土）,浜松市,浜名区細江町気賀,1993-03-26,条件付き公開,展示状況による（浜松市姫街道と銅鐸の歴史民俗資料館）,294,浜名区,,
市指定,有形,考古資料,中の甲遺跡出土品（埋納銭　陶器残片）,浜松市,中央区蜆塚四丁目,2005-04-19,条件付き公開,展示状況による（浜松市博物館）,295,中央区,,
市指定,有形,考古資料,家形土器（鳥居松遺跡出土）,浜松市,中央区蜆塚四丁目,2005-10-19,条件付き公開,展示状況による（浜松市博物館）,296,中央区,,
市指定,有形,考古資料,袈裟襷文銅鐸（中川滝峯七曲り出土）,浜松市,浜名区細江町気賀,2020-03-24,条件付き公開,展示状況による（浜松市姫街道と銅鐸の歴史民俗資料館）,297,浜名区,,
市指定,有形,考古資料,袈裟襷文銅鐸（中川不動平出土）,浜松市,浜名区細江町気賀,2020-03-24,条件付き公開,展示状況による（浜松市姫街道と銅鐸の歴史民俗資料館）,298,浜名区,,
市指定,有形,歴史資料,白瀬矗南極探検関係資料,個人,浜名区細江町中川,1968-11-25,非公開,,299,浜名区,,
市指定,有形,歴史資料,七科約説,浜松市,中央区松城町,1970-07-20,条件付き公開,展示状況による（浜松市中央図書館）,300,中央区,,
市指定,有形,歴史資料,探検世界、成功,個人,浜名区細江町中川,1980-01-01,非公開,,301,浜名区,,
市指定,有形,歴史資料,遠州報国隊関係資料（陣羽織他）,個人,浜名区細江町中川,1981-01-01,非公開,,302,浜名区,,
市指定,有形,歴史資料,遠州報国隊関係資料（大刀他）,浜松市,浜名区細江町気賀,1981-01-01,条件付き公開,展示状況による（浜松市姫街道と銅鐸の歴史民俗資料館）,303,浜名区,,
市指定,有形,歴史資料,片山家関係資料,浜松市,天竜区春野町宮川,1983-03-08,条件付き公開,展示状況による（春野歴史民俗資料館）,304,天竜区,,
市指定,民俗,有形,初生衣神社織殿　附　神庫　古式織具,初生衣神社,浜名区三ヶ日町岡本,1969-02-14,条件付き公開,外観のみ,305,浜名区,,
市指定,民俗,有形,小国神社の瓶子,小国神社,天竜区春野町宮川,1973-02-27,条件付き公開,展示状況による（春野歴史民俗資料館）,306,天竜区,,
市指定,民俗,有形,日入沢の道祖神,下平山日入沢小保,天竜区龍山町下平山,1975-10-01,公開,,307,天竜区,,
市指定,民俗,有形,秋葉街道貴布祢の道標,浜松市,浜名区貴布祢,1982-05-22,公開,,308,浜名区,,
市指定,民俗,有形,田楽面,個人,天竜区水窪町奥領家,1982-09-17,非公開,,309,天竜区,,
市指定,民俗,有形,木地屋の墓,浜松市,天竜区水窪町奥領家,1986-02-14,公開,,310,天竜区,,
市指定,民俗,有形,上村の庚申像,上村自治区,天竜区水窪町地頭方,1986-02-14,条件付き公開,堂内,311,天竜区,,
市指定,民俗,有形,田楽面及び祭具,横山八幡神社,天竜区大谷,1995-03-29,非公開,,312,天竜区,,
市指定,民俗,有形,東林寺の庚申塔,東林寺,浜名区細江町気賀,1998-04-14,条件付き公開,庚申堂内,313,浜名区,,
市指定,民俗,有形,服部正信並びに友清能楽関係資料,岡本自治会,浜名区三ヶ日町三ヶ日,2005-04-19,非公開,,314,浜名区,,
市指定,民俗,無形,勝坂神楽,同保存会,天竜区春野町豊岡,1966-12-26,条件付き公開,開催状況による,315,天竜区,,
市指定,民俗,無形,犬居つなん曳,犬居自治会（龍勢社）,天竜区春野町堀之内,1966-12-26,条件付き公開,開催状況による,316,天竜区,,
市指定,民俗,無形,遠州大念仏,同保存会,中央区鹿谷町,1972-03-01,条件付き公開,開催状況による,317,中央区,,
市指定,民俗,無形,妙功庵観音堂の百万遍念仏と念仏講,同保存会,浜名区細江町中川,1998-07-08,条件付き公開,開催状況による,318,浜名区,,
市指定,記念物,史跡,追分一里塚,浜松市,中央区葵東二丁目,1959-06-18,公開,,319,中央区,,
市指定,記念物,史跡,浜松城跡,浜松市,中央区元城町,1959-06-18,公開,,320,中央区,,
市指定,記念物,史跡,入野古墳,浜松市,中央区入野町,1959-06-18,公開,,321,中央区,,
市指定,記念物,史跡,米津台場,国,中央区新橋町,1959-06-18,公開,,322,中央区,,
市指定,記念物,史跡,姫街道の松並木,静岡県,中央区、中央区,1959-12-19,公開,,323,中央区,,
市指定,記念物,史跡,蛭子森古墳,浜松市,中央区豊町,1962-07-14,公開,,324,中央区,,
市指定,記念物,史跡,東大山一里塚,浜松市　他,中央区大山町、中央区三方原町,1963-07-11,公開,,325,中央区,,
市指定,記念物,史跡,篠ヶ嶺城跡,個人,天竜区春野町豊岡,1966-12-26,条件付き公開,私有地のため,326,天竜区,,
市指定,記念物,史跡,樽山城跡,個人,天竜区春野町田河内,1966-12-26,条件付き公開,私有地のため,327,天竜区,,
市指定,記念物,史跡,勝坂城跡,個人,天竜区春野町豊岡,1966-12-26,条件付き公開,私有地のため,328,天竜区,,
市指定,記念物,史跡,瑞雲院境内　附　天野家墓所,瑞雲院,天竜区春野町堀之内,1966-12-26,公開,,329,天竜区,,
市指定,記念物,史跡,麻舟山遺跡,個人,天竜区春野町気田,1966-12-26,条件付き公開,私有地のため,330,天竜区,,
市指定,記念物,史跡,里原遺跡,個人,天竜区春野町宮川,1966-12-26,条件付き公開,私有地のため,331,天竜区,,
市指定,記念物,史跡,御堂平遺跡,浜松市　他,天竜区春野町領家,1966-12-26,条件付き公開,一部私有地のため,332,天竜区,,
市指定,記念物,史跡,仇山古墳群,個人,天竜区春野町気田,1966-12-26,条件付き公開,私有地のため,333,天竜区,,
市指定,記念物,史跡,京丸牡丹谷,国,天竜区春野町小俣京丸,1966-12-26,非公開,,334,天竜区,,
市指定,記念物,史跡,大光寺境内,大光寺,天竜区春野町花島,1966-12-26,公開,,335,天竜区,,
市指定,記念物,史跡,宇志北大里遺跡,浜松市,浜名区三ヶ日町宇志,1969-02-14,公開,,336,浜名区,,
市指定,記念物,史跡,佐久城跡,浜松市,浜名区三ヶ日町都筑,1969-02-14,公開,,337,浜名区,,
市指定,記念物,史跡,伝橘逸勢墓,本坂自治会,浜名区三ヶ日町本坂,1969-02-14,公開,,338,浜名区,,
市指定,記念物,史跡,乎那の峯,個人,浜名区三ヶ日町鵺代,1970-11-25,条件付き公開,私有地のため,339,浜名区,,
市指定,記念物,史跡,天宝堤,個人,浜名区道本,1970-12-23,公開,,340,浜名区,,
市指定,記念物,史跡,東海道の松並木,静岡県,中央区舞阪町,1972-04-01,公開,,341,中央区,,
市指定,記念物,史跡,舞坂見付,浜松市,中央区舞阪町舞阪,1972-04-01,公開,,342,中央区,,
市指定,記念物,史跡,岡の平遺跡,個人,浜名区細江町中川,1972-04-14,条件付き公開,私有地のため,343,浜名区,,
市指定,記念物,史跡,伝堀川城跡,浜松市,浜名区細江町気賀,1972-04-14,公開,,344,浜名区,,
市指定,記念物,史跡,大平城跡,個人,浜名区大平,1972-08-30,条件付き公開,私有地のため,345,浜名区,,
市指定,記念物,史跡,幡教寺跡,国,浜名区三ヶ日町只木,1974-04-23,公開,,346,浜名区,,
市指定,記念物,史跡,今切渡し舞坂渡船場,国,中央区舞阪町舞阪,1974-05-01,公開,,347,中央区,,
市指定,記念物,史跡,塩沢遺跡,個人,天竜区春野町長蔵寺,1974-10-14,条件付き公開,私有地のため,348,天竜区,,
市指定,記念物,史跡,佐久米経塚,個人,浜名区三ヶ日町佐久米,1975-05-17,条件付き公開,私有地のため,349,浜名区,,
市指定,記念物,史跡,舞坂一里塚,浜松市,中央区舞阪町舞阪,1975-09-01,公開,,350,中央区,,
市指定,記念物,史跡,伝井伊共保出生井,龍潭寺,浜名区引佐町井伊谷,1977-04-19,公開,,351,浜名区,,
市指定,記念物,史跡,北岡大塚古墳,浜松市　他,浜名区引佐町井伊谷,1979-04-23,条件付き公開,墳丘上は立ち入り不可,352,浜名区,,
市指定,記念物,史跡,中村家屋敷地　附　胞衣塚,浜松市,中央区雄踏町宇布見,1980-03-17,条件付き公開,施設公開時間による,353,中央区,,
市指定,記念物,史跡,桂山遺跡,浜松市　他,天竜区水窪町奥領家,1980-08-06,条件付き公開,一部私有地のため,354,天竜区,,
市指定,記念物,史跡,宝平遺跡,個人,天竜区水窪町奥領家,1980-08-06,条件付き公開,私有地のため,355,天竜区,,
市指定,記念物,史跡,月夜平遺跡,浜松市　他,天竜区水窪町奥領家,1980-08-06,条件付き公開,一部私有地のため,356,天竜区,,
市指定,記念物,史跡,神原遺跡,浜松市,天竜区水窪町奥領家,1980-08-06,公開,,357,天竜区,,
市指定,記念物,史跡,上村遺跡,個人,天竜区水窪町地頭方,1980-08-06,条件付き公開,私有地のため,358,天竜区,,
市指定,記念物,史跡,向市場遺跡,個人,天竜区水窪町地頭方,1980-08-06,条件付き公開,私有地のため,359,天竜区,,
市指定,記念物,史跡,凌苔庵跡,国,浜名区三ヶ日町平山,1980-08-20,公開,,360,浜名区,,
市指定,記念物,史跡,愛宕平古墳,浜松市,浜名区三ヶ日町都筑,1980-08-20,公開,,361,浜名区,,
市指定,記念物,史跡,西山古墳,釣自治会,浜名区三ヶ日町釣,1980-08-20,公開,,362,浜名区,,
市指定,記念物,史跡,北岡2号墳,個人,浜名区引佐町井伊谷,1980-10-01,公開,,363,浜名区,,
市指定,記念物,史跡,高根城跡,浜松市,天竜区水窪町地頭方,1982-02-16,公開,,364,天竜区,,
市指定,記念物,史跡,恩塚山古墳,個人,浜名区都田町,1982-07-26,公開,,365,浜名区,,
市指定,記念物,史跡,馬場平古墳,個人,浜名区引佐町井伊谷,1983-05-25,条件付き公開,私有地のため,366,浜名区,,
市指定,記念物,史跡,旧高栖寺跡,個人,浜名区三ヶ日町大谷,1983-05-27,条件付き公開,私有地のため,367,浜名区,,
市指定,記念物,史跡,杉グミノサワ遺跡,個人,天竜区春野町杉,1984-03-01,条件付き公開,私有地のため,368,天竜区,,
市指定,記念物,史跡,井伊谷城跡,浜松市,浜名区引佐町井伊谷,1985-08-26,公開,,369,浜名区,,
市指定,記念物,史跡,興覚寺後古墳,興覚寺　他,浜名区宮口,1986-06-04,公開,,370,浜名区,,
市指定,記念物,史跡,白山1号墳,白山神社,浜名区引佐町井伊谷,1988-08-22,公開,,371,浜名区,,
市指定,記念物,史跡,火穴古墳,浜松市,中央区深萩町,1989-02-01,公開,,372,中央区,,
市指定,記念物,史跡,大屋敷5号窯跡,宮口六所神社,浜名区宮口,1990-03-31,条件付き公開,施設開放時間による,373,浜名区,,
市指定,記念物,史跡,片山竹茂墓,個人,浜名区三ヶ日町宇志,1991-04-16,条件付き公開,私有地のため,374,浜名区,,
市指定,記念物,史跡,本坂一里塚,浜松市,浜名区三ヶ日町本坂,1992-03-06,公開,,375,浜名区,,
市指定,記念物,史跡,見徳古墳,浜松市,浜名区都田町,1992-03-10,公開,,376,浜名区,,
市指定,記念物,史跡,ヒラシロ遺跡,浜松市,天竜区熊,1992-03-27,公開,,377,天竜区,,
市指定,記念物,史跡,向野古墳,静岡県,浜名区根堅,1994-01-01,条件付き公開,施設開放時間による,378,浜名区,,
市指定,記念物,史跡,堀ノ内城山城跡,個人,天竜区春野町堀之内,2004-03-25,条件付き公開,私有地のため,379,天竜区,,
市指定,記念物,史跡,平尾城跡,個人,天竜区春野町堀之内,2004-03-25,条件付き公開,私有地のため,380,天竜区,,
