全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL_1,画像_2,画像ライセンス,備考_3
222119,BB00000094,静岡県磐田市,伝広野出土獣帯鏡,デンヒロノシュツドジュウタイキョウ,,,,,,,,静岡県磐田市見付3678-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000095,静岡県磐田市,伝広野出土変形方格規矩鏡,デンヒロノシュツドヘンケイホウカクキクキョウ,,,,,,,,静岡県磐田市見付3678-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000096,静岡県磐田市,庚申塚古墳出土遺物,コウシンヅカコフンシュツドイブツ,,,,,,,,静岡県磐田市見付3678-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000097,静岡県磐田市,阿多古山一里塚,アタゴサンイチリヅカ,,,,,,,,静岡県磐田市見付577他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000098,静岡県磐田市,澄水山古墳,チョウスイザンコフン,,,,,,,,静岡県磐田市中泉168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000099,静岡県磐田市,見付宿本陣神谷家墓所・見付宿本陣鈴木家墓所,ミツケシュクホンジンカミヤケボショ・ミツケシュクホンジンスズキケボショ,,,,,,,,静岡県磐田市見付3353-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000100,静岡県磐田市,医王寺庭園及び参道,イオウジテイエンオヨビサンドウ,,,,,,,,静岡県磐田市鎌田2065-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000101,静岡県磐田市,須賀神社クス,スガジンジャクス,,,,,,,,静岡県磐田市西島444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000102,静岡県磐田市,アキザキヤツシロラン群生地,アキザキヤツシロラングンセイチ,,,,,,,,静岡県磐田市城之崎4-2722-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000103,静岡県磐田市,西光寺大クスとナギの木,サイコウジオオクストナギノキ,,,,,,,,静岡県磐田市見付3353-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000104,静岡県磐田市,袴田家のマキ,ハカマタケノマキ,,,,,,,,静岡県磐田市個人蔵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000105,静岡県磐田市,天御子神社のヤマモモの木,アマミコジンジャノヤマモモノキ,,,,,,,,静岡県磐田市見付2990-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000106,静岡県磐田市,福王寺のケヤキ,フクオウジノケヤキ,,,,,,,,静岡県磐田市城之崎4-2722-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000107,静岡県磐田市,西光寺のイヌマキ,サイコウジノイヌマキ,,,,,,,,静岡県磐田市見付3353-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000108,静岡県磐田市,"秋鹿朝重奉納絵馬
　　　　",アイカトモシゲホウノウエマ,,,,,,,,静岡県磐田市中泉112-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000109,静岡県磐田市,"内田重貞奉納絵馬
　板絵著色董永図
　 板絵著色虞舜図　","ウチダシゲサダホウノウエマ
イタエチャクショクトウエイズ
イタエチャクショクグシュンズ",,,,,,,,静岡県磐田市中泉112-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000110,静岡県磐田市,省光寺のイチョウ,ショウコウジノイチョウ,,,,,,,,静岡県磐田市見付２４２３,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000111,静岡県磐田市,木造随身像,モクゾウズイジンゾウ,,,,,,,,静岡県磐田市中泉１１３－１,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000112,静岡県磐田市,淡海国玉神社幣殿・拝殿,オウミクニタマジンジャヘイデン・ハイデン,,,,,,,,静岡県磐田市見付2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000113,静岡県磐田市,遠江秋鹿家関係資料,トオトウミアイカケカンケイシリョウ,,,,,,,,静岡県磐田市個人蔵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000114,静岡県磐田市,八王子神社米とぎまつり,ハチオウジジンジャコメトギマツリ,,,,,,,,静岡県磐田市下太1-1(八王子神社),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000115,静岡県磐田市,中野白山神社十日祭（お箱）,ナカノハクサンジンジャトオカサイ（オハコ）,,,,,,,,静岡県磐田市豊浜中野743-1(白山神社),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000116,静岡県磐田市,中野白山神社例祭(白酒),ナカノハクサンジンジャレイサイ(シロザケ),,,,,,,,静岡県磐田市豊浜中野743-1(白山神社),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000117,静岡県磐田市,氏神様の年始回り,ウジガミサマノネンシマワリ,,,,,,,,静岡県磐田市豊浜3103(三嶋神社[小嶋方]）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000118,静岡県磐田市,鰹釣船絵馬,カツオツリブネエマ,,,,,,,,静岡県磐田市福田2100-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000119,静岡県磐田市,豊浜小学校校務日誌,トヨハマショウガッコウコウムニッシ,,,,,,,,静岡県磐田市豊浜９(豊浜小学校),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000120,静岡県磐田市,伊豆入江長八作次郎長漆喰画像,イズイリエチョウハチサクジロチョウシックイガゾウ,,,,,,,,静岡県磐田市塩新田1084-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000121,静岡県磐田市,神明宮棟札,シンメイグウムナフダ,,,,,,,,静岡県磐田市福田中島1198(神明宮[新田]）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000122,静岡県磐田市,三番組秋葉山常夜灯,サンバングミアキハサンジョウヤトウ,,,,,,,,静岡県磐田市福田1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000123,静岡県磐田市,浅間神社本殿,センゲンジンジャホンデン,,,,,,,,静岡県磐田市大原3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000124,静岡県磐田市,浅間神社のヤマモモ,センゲンジンジャノヤマモモ,,,,,,,,静岡県磐田市大原3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000125,静岡県磐田市,一色のイヌマキ,イッシキノイヌマキ,,,,,,,,静岡県磐田市一色100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000126,静岡県磐田市,蓮覚寺山門,レンカクジサンモン,,,,,,,,静岡県磐田市竜洋中島689-１,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000127,静岡県磐田市,野崎秋葉山常夜燈,ノサキアキハサンジョウヤトウ,,,,,,,,静岡県磐田市川袋1119-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000128,静岡県磐田市,高木秋葉山常夜燈,タカギアキハサンジョウヤトウ,,,,,,,,静岡県磐田市高木265-１,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000129,静岡県磐田市,徳川家七カ条定書,トクガワケナナカジョウサダメガキ,,,,,,,,静岡県磐田市個人蔵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000130,静岡県磐田市,大当町屋台,ダイトウマチヤタイ,,,,,,,,静岡県磐田市掛塚1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000131,静岡県磐田市,新町屋台,シンマチヤタイ,,,,,,,,静岡県磐田市掛塚1270-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000132,静岡県磐田市,本町屋台,ホンマチヤタイ,,,,,,,,静岡県磐田市掛塚1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000133,静岡県磐田市,砂町屋台,スナマチヤタイ,,,,,,,,静岡県磐田市掛塚898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000134,静岡県磐田市,中町屋台,ナカマチヤタイ,,,,,,,,静岡県磐田市掛塚1172-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000135,静岡県磐田市,横町屋台,ヨコマチヤタイ,,,,,,,,静岡県磐田市掛塚802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000136,静岡県磐田市,蟹町屋台,カニマチヤタイ,,,,,,,,静岡県磐田市掛塚1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000137,静岡県磐田市,田町屋台,タマチヤタイ,,,,,,,,静岡県磐田市掛塚1194-1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000138,静岡県磐田市,白羽神社神輿,シロワジンジャミコシ,,,,,,,,静岡県磐田市白羽438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000139,静岡県磐田市,貴船神社神輿,キブネジンジャミコシ,,,,,,,,静岡県磐田市掛塚926-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000140,静岡県磐田市,西洋型帆船模型,セイヨウガタハンセンモケイ,,,,,,,,静岡県磐田市掛塚926-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000141,静岡県磐田市,フタナリ船,フタナリブネ,,,,,,,,静岡県磐田市掛塚926-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000142,静岡県磐田市,紙本墨画山水図　福田半香筆,シホンボクガサンスイズフクダハンコウヒツ,,,,,,,,静岡県磐田市岡729-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000143,静岡県磐田市,紙本墨画山水図　平井顕斎筆,シホンボクガサンスイズヒライケンサイヒツ,,,,,,,,静岡県磐田市岡729-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000144,静岡県磐田市,木造薬師三尊仏,モクゾウヤクシサンゾンブツ,,,,,,,,静岡県磐田市小立野241-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000145,静岡県磐田市,木造聖観音菩薩立像（旧粒見堂安置）,モクゾウショウカンノンボサツリツゾウ（キュウツブミドウアンチ）,,,,,,,,静岡県磐田市池田824-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000146,静岡県磐田市,木造十一面観音菩薩坐像,モクゾウジュウイチメンカンノンボサツザゾウ,,,,,,,,静岡県磐田市池田330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000147,静岡県磐田市,徳川家康判物写,トクガワイエヤスハンモツウツシ,,,,,,,,静岡県磐田市個人蔵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000148,静岡県磐田市,豊臣秀吉朱印状,トヨトミヒデヨシシュインジョウ,,,,,,,,静岡県磐田市加茂123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000149,静岡県磐田市,徳川家七カ条定書,トクガワケナナカジョウサダメガキ,,,,,,,,静岡県磐田市個人蔵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000150,静岡県磐田市,検地帳,ケンチチョウ,,,,,,,,静岡県磐田市見付3678－1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000151,静岡県磐田市,伊奈忠次判物,イナタダツグハンモツ,,,,,,,,静岡県磐田市個人蔵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000152,静岡県磐田市,行興寺文書,ギョウコウジモンジョ,,,,,,,,静岡県磐田市池田330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000153,静岡県磐田市,伊奈忠次判物,イナタダツグハンモツ,,,,,,,,静岡県磐田市個人蔵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000154,静岡県磐田市,伊奈忠次判物,イナタダツグハンモツ,,,,,,,,静岡県磐田市立野477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000155,静岡県磐田市,伊奈忠次判物,イナタダツグハンモツ,,,,,,,,静岡県磐田市個人蔵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000156,静岡県磐田市,紙本着色十六羅漢画像,シホンチャクショクジュウロクラカンガゾウ,,,,,,,,静岡県磐田市立野477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000157,静岡県磐田市,遠州一言村十景絵巻,エンシュウヒトコトムラジュッケイエマキ,,,,,,,,静岡県磐田市個人蔵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000158,静岡県磐田市,天竜川洪水絵図,テンリュウガワコウズイエズ,,,,,,,,静岡県磐田市個人蔵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000159,静岡県磐田市,長森膏薬関連資料,ナガモリコウヤクカンレンシリョウ,,,,,,,,静岡県磐田市個人蔵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000160,静岡県磐田市,絹本着色西之島学校図,ケンポンチャクショクニシノシマガッコウズ,,,,,,,,静岡県磐田市見付3678－1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000161,静岡県磐田市,上新屋出土草花双雀鏡,カミアラヤシュツドソウカソウジャクキョウ,,,,,,,,静岡県磐田市個人蔵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000162,静岡県磐田市,賀茂神社本殿,カモジンジャホンデン,,,,,,,,静岡県磐田市加茂486-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000163,静岡県磐田市,賀茂神社特殊神饌,カモジンジャトクシュシンセン,,,,,,,,静岡県磐田市加茂486-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000164,静岡県磐田市,池田やかた祭り,イケダヤカタマツリ,,,,,,,,静岡県磐田市池田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000165,静岡県磐田市,大めし祭り,オオメシマツリ,,,,,,,,静岡県磐田市富里402‐１,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000166,静岡県磐田市,加茂大念仏,カモダイネンブツ,,,,,,,,静岡県磐田市加茂150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000167,静岡県磐田市,加茂東十王堂十王像群,カモヒガシジュウオウドウジュウオウゾウグン,,,,,,,,静岡県磐田市加茂150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000168,静岡県磐田市,行興寺の宝篋印塔,ギョウコウジノホウキョウイントウ,,,,,,,,静岡県磐田市池田330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000169,静岡県磐田市,東原報徳井戸,ヒガシバラホウトクイド,,,,,,,,静岡県磐田市東原625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000170,静岡県磐田市,諏訪神社のヤマモモ,スワジンジャノヤマモモ,,,,,,,,静岡県磐田市富里419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000171,静岡県磐田市,血松塚古墳,チマツヅカコフン,,,,,,,,静岡県磐田市個人蔵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000172,静岡県磐田市,社山城跡,ヤシロヤマジョウアト,,,,,,,,静岡県磐田市社山471-2、472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000173,静岡県磐田市,岩室廃寺跡(観音堂),イワムロハイジアト(カンノンドウ),,,,,,,,静岡県磐田市岩室227､228-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000174,静岡県磐田市,松井氏首塚と供養塔,マツイシクビヅカトクヨウトウ,,,,,,,,静岡県磐田市上野部353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000175,静岡県磐田市,岩室伝存仏像群,イワムロデンゾンブツゾウグン,,,,,,,,静岡県磐田市岩室227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000176,静岡県磐田市,大箸家のドウダンツツジ,オオハシケノドウダンツツジ,,,,,,,,静岡県磐田市個人蔵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000177,静岡県磐田市,豊岡の遠州大念仏,トヨオカノエンシュウダイネンブツ,,,,,,,,静岡県磐田市豊岡地区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000178,静岡県磐田市,府八幡宮所蔵彫刻群,フハチマングウショゾウチョウコクグン,,,,,,,,静岡県磐田市中泉112-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000179,静岡県磐田市,堂山古墳群(3号墳・4号墳),ドウヤマコフングン(3ゴウフン・4ゴウフン),,,,,,,,静岡県磐田市西貝塚1769-2ほか5筆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000180,静岡県磐田市,成瀬家文書,ナルセケモンジョ,,,,,,,,静岡県磐田市岡729-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000181,静岡県磐田市,新豊院山古墳群出土資料,シンポウインヤマコフングンシュツドシリョウ,,,,,,,,静岡県磐田市見付3678－1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000182,静岡県磐田市,連福寺古墳出土三角縁神獣鏡,レンプクジコフンシュツドサンカクブチシンジュウキョウ,,,,,,,,静岡県磐田市見付3678－1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000183,静岡県磐田市,大橋酒店奥蔵,オオハシサケテンオクグラ,,,,,,,,静岡県磐田市見付1232-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000184,静岡県磐田市,大橋酒店新蔵,オオハシサケテンシングラ,,,,,,,,静岡県磐田市見付1232-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000185,静岡県磐田市,匂阪家住宅（鶴屋本店）隠居部屋,サギサカケジュウタク（ツルヤホンテン）インキョベヤ,,,,,,,,静岡県磐田市見付3497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222119,BB00000186,静岡県磐田市,匂阪家住宅（鶴屋本店）文庫蔵,サギサカケジュウタク（ツルヤホンテン）ブンコグラ,,,,,,,,静岡県磐田市見付3498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
